N_07-23-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
243,14:01:30.454,35396,36543,36108,36672,36275,962,1012,1002,998,998,2738,1543,1676,1672,1712,1537,505,508,500,420,0,511,527,461,36.0
244,14:01:34.657,35384,36624,36510,36499,36297,960,1013,1001,1003,997,2738,1543,1675,1670,1712,26,506,508,505,421,0,469,529,464,36.0
245,14:01:38.891,35378,36574,36389,36471,36355,963,1013,1004,1001,997,2737,1542,1674,1672,1715,1497,504,507,500,418,0,470,527,463,36.0
246,14:01:42.934,35485,36778,36467,36239,36350,963,1012,1004,1002,997,2736,1544,1676,1672,1714,27,505,509,501,419,0,467,530,460,36.0
247,14:01:47.033,35366,36604,36468,36507,36368,960,1013,1003,1000,997,2736,1542,1676,1674,1711,1538,505,506,503,420,0,471,529,465,36.0
248,14:01:51.151,35396,36638,36259,36450,36592,961,1011,1003,1001,997,2740,1541,1676,1671,1711,22,505,505,502,419,0,469,530,464,36.0
249,14:01:55.230,35406,36577,36461,36290,36468,961,1012,1004,1000,998,2736,1544,1677,1673,1711,1539,502,508,500,420,0,466,528,462,36.0
250,14:01:59.310,35671,36488,36590,36589,36397,961,1011,1002,1002,997,2736,1542,1676,1672,1716,16,504,506,503,421,0,469,528,463,36.0
251,14:02:06.769,35627,36653,36715,36465,36362,960,1014,1005,1004,998,2736,1538,1673,1674,1714,1537,505,509,502,420,0,468,531,463,36.0
252,14:02:10.814,35340,36340,36375,36524,36292,962,1011,1005,1000,996,2738,1544,1676,1675,1716,80,503,506,500,421,0,469,528,461,37.0
253,14:02:14.952,35190,36476,36453,36362,36177,961,1013,1003,1001,997,2736,1543,1676,1672,1714,1540,506,508,502,417,0,467,530,460,37.0
254,14:02:19.032,35415,36571,36416,36452,36336,962,1012,1002,1001,997,2738,1542,1675,1672,1716,42,505,506,502,420,0,467,530,460,37.0
255,14:02:23.308,35648,36587,36551,36458,36367,962,1012,1004,1001,995,2737,1543,1673,1671,1716,1537,501,506,501,419,0,468,530,460,37.0
256,14:02:27.331,35511,36510,36541,36308,36346,962,1012,1006,1000,997,2735,1542,1675,1672,1715,25,505,507,500,421,0,468,530,461,37.0
257,14:02:31.450,35394,36585,36632,36532,36301,962,1013,1004,1000,998,2736,1541,1675,1670,1714,1540,505,504,500,420,0,469,527,462,37.0
258,14:02:35.840,35509,36634,36507,36358,36331,962,1012,1004,1001,996,2736,1541,1677,1672,1717,1540,504,508,503,420,0,468,529,461,37.0
259,14:02:39.949,35478,36621,36562,36501,36365,963,1011,1004,1001,997,2736,1539,1674,1674,1716,1539,505,507,501,423,0,468,528,462,37.0
260,14:02:44.049,35473,36519,36531,36522,36493,961,1013,1005,1002,997,2737,1542,1677,1671,1716,1537,504,508,504,418,0,466,530,463,37.0
261,14:02:50.850,35461,36445,36638,36624,36373,963,1011,1004,1000,1000,2736,1541,1676,1675,1713,1535,501,509,505,420,0,469,528,464,37.0
262,14:02:55.011,35507,36409,36653,36530,36226,962,1011,1004,1001,996,2737,1541,1675,1674,1714,24,506,505,503,420,0,513,529,461,37.0
263,14:02:59.089,35438,36619,36492,36329,36427,962,1013,1004,1002,998,2738,1542,1674,1672,1712,1537,508,508,506,418,0,468,531,460,37.0
264,14:03:03.150,35346,36562,36540,36529,36246,962,1012,1004,1001,996,2736,1542,1674,1672,1714,26,503,508,501,419,0,467,528,460,37.0
265,14:03:07.211,35396,36518,36826,36346,36345,962,1012,1006,1000,998,2736,1543,1677,1674,1714,1539,504,508,500,421,0,471,527,464,37.0
266,14:03:11.389,35512,36507,36433,36429,36473,961,1010,1006,1001,996,2737,1543,1677,1674,1713,20,505,508,502,420,0,472,530,460,37.0
267,14:03:15.468,35454,36622,36673,36514,36277,962,1012,1005,998,998,2738,1543,1675,1671,1714,1538,504,506,502,419,0,470,531,460,37.0
268,14:03:19.650,35492,36529,36265,36542,36253,961,1011,1006,999,995,2738,1541,1676,1672,1713,24,504,508,501,420,0,469,528,465,37.0
269,14:03:23.949,35417,36558,36376,36389,36380,961,1011,1006,999,996,2736,1542,1673,1672,1711,1538,503,506,503,420,0,467,527,463,37.0
270,14:03:27.969,35554,36451,36280,36514,36482,961,1011,1006,1002,996,2736,1541,1676,1672,1712,59,504,508,500,418,0,468,529,463,37.0
271,14:03:34.709,35339,36553,36388,36521,36383,961,1012,1006,1000,997,2739,1542,1678,1671,1713,1540,505,507,502,421,0,471,527,464,37.0
272,14:03:38.827,35459,36398,36361,36218,36382,962,1011,1003,1003,998,2738,1542,1674,1676,1712,1535,505,508,504,421,0,470,531,465,37.0
273,14:03:42.908,35403,36416,36288,36461,36484,961,1011,1003,1004,997,2740,1540,1675,1672,1713,27,505,507,499,420,0,468,528,463,37.0
274,14:03:47.009,35466,36470,36270,36348,36383,961,1013,1005,1003,997,2738,1543,1675,1673,1714,1537,505,508,500,420,0,470,530,464,37.0
275,14:03:51.250,35432,36569,36320,36097,36442,962,1011,1003,1002,996,2736,1543,1677,1673,1713,1542,505,507,498,420,0,468,527,461,37.0
276,14:03:55.428,35403,36554,36357,36382,36362,962,1012,1002,1005,995,2738,1540,1675,1673,1711,1536,504,507,499,421,0,470,528,463,37.0
277,14:03:59.526,35502,36545,36377,36405,36259,961,1012,1003,1001,995,2737,1544,1675,1672,1713,1536,504,508,501,419,0,469,529,463,37.0
278,14:04:03.588,35542,36521,36425,36330,36450,963,1011,1003,1001,994,2737,1543,1674,1674,1713,25,505,507,500,417,0,468,530,463,37.0
279,14:04:07.729,35360,36481,36483,36256,36563,962,1013,1005,1000,996,2736,1543,1675,1673,1712,1539,504,506,500,420,0,469,528,465,37.0
280,14:04:11.888,35393,36652,36533,36487,36212,961,1010,1008,1000,998,2737,1544,1677,1674,1712,1538,504,507,498,417,0,468,525,465,37.0
281,14:04:18.528,35574,36576,36665,36401,36459,962,1012,1007,999,997,2738,1542,1675,1673,1712,1540,506,508,501,418,0,510,529,460,37.0
282,14:04:22.628,35331,36601,36461,36381,36326,962,1010,1004,999,995,2738,1541,1674,1672,1712,31,504,507,502,419,0,467,530,462,37.0
283,14:04:26.767,35528,36557,36683,36398,36362,961,1012,1004,1001,997,2738,1539,1678,1672,1712,1539,504,507,501,420,0,472,525,460,37.0
284,14:04:31.006,35463,36640,36383,36245,36481,961,1010,1002,1001,995,2737,1542,1676,1671,1712,1538,504,507,502,420,0,471,529,461,37.0
285,14:04:35.358,35608,36519,36280,36593,36348,960,1012,1004,1001,995,2736,1542,1676,1672,1712,27,506,505,503,421,0,470,529,462,37.0
286,14:04:39.810,35468,36519,36465,36583,36276,962,1012,1004,999,998,2736,1542,1675,1675,1715,1535,504,508,498,421,0,470,531,461,37.0
287,14:04:44.083,35322,36519,36078,36382,36309,963,1012,1003,1000,995,2736,1541,1674,1672,1712,26,504,506,499,419,0,511,530,462,37.0
288,14:04:48.622,35469,36784,36121,36410,36453,961,1011,1004,1000,998,2738,1540,1676,1673,1711,1537,505,506,502,421,0,510,530,461,37.0
289,14:04:53.586,35480,36600,36340,36449,36295,961,1014,1004,1001,997,2736,1542,1676,1672,1717,23,502,507,502,418,0,470,530,462,37.0
290,14:04:57.867,35508,36507,36302,36251,36334,961,1011,1003,998,996,2739,1540,1673,1674,1715,1539,505,508,500,420,0,471,527,461,37.0
291,14:05:04.845,35477,36669,36413,36474,36400,962,1012,1003,1001,996,2739,1544,1676,1672,1715,1540,505,507,499,420,0,469,528,463,37.0
292,14:05:08.928,35365,36465,36447,36466,36434,962,1012,1004,1000,996,2736,1542,1676,1670,1711,97,505,505,503,420,0,466,528,466,37.0
293,14:05:13.195,35466,36660,36189,36460,36616,962,1012,1003,1000,998,2738,1539,1676,1672,1712,1537,501,506,504,420,0,468,528,465,37.0
294,14:05:17.465,35470,36653,36451,36443,36250,962,1013,1003,1002,995,2739,1539,1676,1673,1714,23,505,508,504,421,0,469,530,460,37.0
295,14:05:21.806,35472,36693,36309,36312,36217,962,1012,1004,1001,995,2738,1540,1678,1672,1714,1538,505,507,500,420,0,469,529,460,37.0
296,14:05:26.062,35252,36580,36339,36472,36317,962,1012,1003,1001,995,2736,1541,1678,1675,1712,22,504,504,499,416,0,470,529,463,37.0
297,14:05:30.247,35501,36486,36330,36492,36320,962,1011,1004,1001,996,2740,1542,1676,1674,1713,1538,505,507,503,418,0,469,527,461,37.0
298,14:05:34.267,35382,36645,36347,36435,36456,962,1012,1002,1000,996,2737,1544,1675,1672,1711,22,503,506,504,420,0,470,531,462,37.0
299,14:05:38.805,35237,36534,36447,36565,36323,964,1012,1003,1003,996,2737,1540,1677,1671,1714,1538,503,505,503,418,0,468,532,464,37.0
300,14:05:42.955,35277,36667,36588,36442,36314,963,1015,1004,1002,999,2736,1545,1673,1671,1712,16,505,506,499,417,0,471,528,463,37.0
301,14:05:49.908,35234,36514,36525,36526,36449,962,1010,1003,1003,997,2739,1543,1676,1671,1714,1539,501,507,502,417,0,470,529,463,37.0
302,14:05:54.312,35321,36482,36541,36446,36394,962,1013,1005,1001,997,2738,1542,1676,1674,1714,32,505,507,501,420,0,467,530,464,37.0
303,14:05:58.723,35398,36553,36426,36207,36287,962,1012,1003,999,997,2740,1543,1676,1673,1711,1538,504,504,499,420,0,499,528,463,37.0
304,14:06:02.723,35546,36568,36534,36568,36336,962,1011,1003,1001,996,2739,1543,1676,1671,1713,30,504,507,500,418,0,470,531,465,37.0
305,14:06:06.923,35493,36496,36529,36450,36584,960,1012,1002,1000,994,2738,1539,1675,1674,1713,1537,504,508,500,420,0,466,532,462,37.0
306,14:06:11.284,35378,36456,36591,36378,36312,962,1013,1004,999,997,2740,1541,1676,1672,1713,20,504,506,501,419,0,471,527,462,37.0
307,14:06:15.465,35379,36574,36256,36497,36545,961,1011,1004,1003,995,2739,1542,1675,1673,1713,1538,504,508,501,419,0,469,530,465,37.0
308,14:06:19.544,35659,36603,36309,36312,36310,962,1011,1005,1001,999,2739,1541,1678,1672,1712,23,506,506,502,420,0,465,527,463,38.0
309,14:06:23.806,35627,36756,36279,36452,36570,961,1011,1006,999,996,2737,1541,1674,1674,1712,1540,505,505,500,418,0,469,526,462,38.0
310,14:06:27.985,35473,36683,36419,36397,36493,961,1010,1003,1001,998,2738,1541,1674,1672,1716,9,502,507,500,420,0,511,530,461,38.0
311,14:06:35.048,35316,36566,36591,36308,36384,960,1015,1005,1002,998,2740,1541,1675,1674,1716,1540,501,509,501,421,0,468,527,463,38.0
312,14:06:39.266,35298,36625,36492,36606,36421,962,1013,1003,999,996,2738,1544,1677,1673,1717,30,507,507,506,420,0,467,528,466,38.0
313,14:06:43.711,35308,36496,36369,36422,36310,962,1014,1001,1000,997,2736,1541,1676,1674,1715,1538,505,508,503,418,0,467,528,465,38.0
314,14:06:47.906,35505,36537,36476,36401,36346,962,1011,1006,1000,994,2737,1540,1676,1673,1715,42,505,504,502,420,0,466,528,464,38.0
315,14:06:52.024,35353,36499,36352,36484,36405,962,1013,1007,999,995,2737,1541,1674,1672,1717,1539,504,510,504,420,0,472,530,462,38.0
316,14:06:56.069,35469,36436,36485,36390,36413,961,1011,1008,1003,997,2740,1543,1675,1672,1715,12,501,509,499,419,0,468,529,466,38.0
317,14:07:00.319,35393,36683,36315,36419,36432,961,1013,1007,1003,994,2739,1543,1674,1672,1717,11,505,506,504,420,0,470,529,463,38.0
318,14:07:04.403,35634,36680,36321,36390,36420,960,1014,1009,1001,998,2739,1541,1674,1675,1717,31,505,508,502,419,0,468,529,463,38.0
319,14:07:08.483,35521,36569,36586,36525,36332,961,1013,1007,1002,996,2739,1544,1675,1673,1717,1540,509,504,501,418,0,469,526,462,38.0
N_07-23-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,16:34:20.311,35000,37089,36590,35836,36006,960,1014,1006,998,996,2738,1542,1676,1670,1713,1538,504,505,498,420,0,469,528,462,40.0
2,16:34:24.349,35172,37232,36690,35790,35756,962,1013,1003,999,997,2739,1541,1673,1670,1715,1538,506,508,501,420,0,470,530,463,40.0
3,16:34:28.428,35070,36885,36832,35779,35792,962,1013,1002,999,998,2739,1543,1674,1674,1714,1539,505,506,502,419,0,470,531,464,40.0
4,16:34:32.510,35115,36991,36712,35740,35837,963,1014,1003,1000,998,2738,1543,1676,1671,1714,1538,508,506,498,418,0,470,526,462,40.0
5,16:34:36.748,35008,37273,36717,35685,36008,963,1013,1004,1002,997,2740,1543,1675,1672,1712,1536,505,506,501,418,0,467,527,461,40.0
6,16:34:40.850,35026,37207,36651,35776,35997,962,1013,1003,1000,998,2737,1541,1678,1674,1714,1538,501,506,500,417,0,466,528,463,40.0
7,16:34:44.927,35171,36955,36728,35807,35803,964,1013,1004,1002,997,2740,1542,1676,1674,1715,1540,505,507,503,417,0,471,530,461,40.0
8,16:34:49.228,35201,37224,36716,35710,35886,961,1013,1003,1001,996,2737,1542,1675,1675,1715,1537,501,508,501,418,0,467,526,465,40.0
9,16:34:53.410,35217,37154,36753,35875,35929,961,1014,1003,1002,997,2737,1540,1675,1672,1715,1538,503,508,500,420,0,472,525,463,40.0
10,16:34:57.707,35272,37044,36694,35671,35892,962,1013,1005,1000,997,2739,1543,1677,1671,1713,1539,504,508,502,418,0,470,527,461,40.0
11,16:35:04.449,35051,36965,36732,35693,35876,963,1012,1007,999,996,2737,1544,1676,1670,1712,1542,503,507,501,420,0,470,530,465,40.0
12,16:35:08.770,35318,36982,36654,35717,35691,962,1013,1005,1001,995,2737,1542,1677,1670,1714,1541,503,508,502,420,0,511,530,465,40.0
13,16:35:13.089,35341,36951,36749,35558,35737,963,1013,1003,1003,996,2739,1541,1674,1670,1714,1538,505,508,502,418,0,467,528,461,40.0
14,16:35:17.507,35250,37115,36735,35682,35911,962,1014,1005,1000,997,2736,1540,1675,1670,1715,1538,506,507,498,417,0,472,527,461,40.0
15,16:35:21.927,35231,36974,36785,35775,35892,962,1012,1003,1003,995,2736,1540,1673,1671,1716,1536,503,508,499,420,0,468,528,461,40.0
16,16:35:26.107,35191,36899,36724,35544,35775,960,1013,1005,1002,997,2737,1542,1676,1675,1715,1537,505,506,499,416,0,467,530,462,40.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,09:54:19.343,35036,36238,36258,36069,35698,962,1012,1005,1002,999,2495,1542,1674,1675,1716,1538,502,507,502,420,571,468,530,460,25.0
2,09:54:23.737,34846,36533,36196,35746,35343,962,1012,1002,1001,999,2497,1543,1677,1675,1712,1540,505,509,503,422,569,467,528,461,25.0
3,09:54:28.206,35022,36603,36456,35852,35402,962,1012,1003,1003,999,2495,1543,1675,1677,1716,1539,502,508,502,422,569,467,529,461,25.0
4,09:54:33.465,34859,36870,36422,35859,35486,963,1012,1001,1001,997,2495,1543,1674,1676,1714,1539,504,507,502,418,568,470,530,459,25.0
5,09:54:40.857,34690,36928,36579,35838,35457,964,1012,1002,998,997,2495,1541,1673,1675,1716,1537,503,507,504,419,564,466,529,460,--
6,09:54:51.217,34690,36928,36579,35838,35457,964,1012,1002,998,997,2495,1541,1673,1675,1716,1537,503,507,504,419,564,466,529,460,--
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,09:56:45.881,35000,36449,36374,35844,35615,962,1010,1005,1002,997,2495,1539,1675,1671,1712,1539,505,511,499,418,567,468,524,461,25.0
2,09:56:52.674,34611,36789,36400,35743,35587,961,1011,1003,1001,998,2496,1541,1675,1674,1716,1539,504,510,502,423,553,469,530,462,25.0
3,09:56:56.712,34809,36583,36359,35870,35614,962,1013,1005,1000,998,2494,1543,1675,1673,1712,1537,503,508,503,421,573,466,529,462,25.0
4,09:57:00.812,34584,36793,36527,35673,35446,962,1013,1005,1000,996,2495,1542,1675,1673,1715,1540,506,508,502,418,573,467,530,466,25.0
5,09:57:07.613,34456,36885,36417,35799,35442,961,1011,1003,1003,997,2494,1539,1675,1674,1715,1539,504,507,500,419,559,465,531,460,25.0
6,09:57:11.696,34371,36885,36362,35829,35500,962,1011,1004,1000,995,2494,1545,1674,1672,1715,1537,504,509,500,420,573,468,531,460,25.0
7,09:57:15.712,34580,36695,36483,35720,35203,961,1012,1001,1001,997,2493,1544,1672,1674,1712,1538,504,507,503,418,574,469,526,460,25.0
8,09:57:22.421,34588,36918,36492,35513,35634,962,1012,1003,1001,998,2495,1542,1674,1674,1713,1538,503,506,501,420,557,467,530,462,26.0
9,09:57:26.354,34500,36760,36610,35851,35484,963,1013,1005,1000,997,2495,1539,1674,1673,1715,1540,503,508,502,419,574,468,526,461,26.0
10,09:57:30.255,34554,37033,36423,35854,35539,963,1013,1005,1000,998,2496,1540,1674,1673,1715,1539,505,508,503,420,572,468,529,465,26.0
11,09:57:36.815,34747,36658,36607,35923,35665,961,1010,1005,1001,997,2494,1543,1675,1673,1715,1539,503,511,503,421,569,469,526,460,26.0
12,09:57:40.847,34711,36898,36489,35535,35275,962,1010,1003,1001,998,2494,1543,1674,1672,1714,1539,504,508,502,417,570,469,529,460,26.0
13,09:57:44.776,34504,36920,36343,35774,35248,962,1010,1005,1002,997,2495,1543,1673,1672,1713,1539,504,507,502,417,571,469,526,462,26.0
14,09:57:48.677,34715,36905,36592,35703,35363,961,1011,1004,1000,995,2494,1543,1676,1673,1714,1537,503,505,503,423,571,470,527,463,26.0
15,09:57:52.714,34627,36912,36535,35673,35453,962,1011,1003,1000,999,2494,1542,1673,1671,1714,1538,505,506,499,416,573,471,528,464,26.0
16,09:57:56.795,34682,36925,36556,35601,35451,963,1013,1003,1001,997,2495,1542,1673,1674,1714,1540,505,508,503,419,573,470,530,460,26.0
17,09:58:00.795,34531,36763,36444,35573,35428,962,1012,1002,1003,995,2493,1543,1674,1672,1716,1537,502,507,499,422,574,470,527,464,26.0
18,09:58:04.772,34734,36740,36637,35519,35583,963,1012,1004,1002,997,2496,1542,1672,1674,1715,1537,501,507,503,419,569,471,530,464,26.0
19,09:58:08.836,34759,36690,36398,35573,35461,963,1010,1002,1003,998,2494,1541,1673,1675,1716,1540,505,506,499,420,570,471,527,463,26.0
20,09:58:12.897,34871,36800,36344,35528,35562,963,1011,1005,999,996,2494,1540,1673,1673,1716,1536,505,508,500,416,573,472,529,461,26.0
